Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T002_001,SE_T002_002,SE_T002_003,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T007_012,SE_T007_013,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T013_005,SE_T013_006,SE_T013_007,SE_T013_008,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T157_001,SE_T236_001,SE_T236_002,SE_T236_003,SE_T236_004,SE_T236_005,SE_T236_006,SE_T236_007,SE_T236_008,SE_T236_009,SE_T236_010,SE_T236_011,SE_T145_001,SE_T145_002,SE_T145_003,SE_T145_004,SE_T145_005,SE_T201_001,SE_T201_002,SE_T201_003
"06001408900","14000US06001408900","Census Tract 4089, Alameda County, California","Census Tract 4089, Alameda County, California","ca","140","00","ACSSF","0002792",,,,,"06","001",,,,"408900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105,10022.25,0.309810701825646,3105,246,249,293,113,352,480,468,331,279,126,80,88,3105,963,862,16,130,25,973,136,3105,1226,108,850,16,130,25,0,97,1879,855,12,0,0,0,973,39,0.4541,664,85,67,56,62,281,93,20,0,0,0,3105,744,2361,1558,1017,664,664,664
"06001409000","14000US06001409000","Census Tract 4090, Alameda County, California","Census Tract 4090, Alameda County, California","ca","140","00","ACSSF","0002793",,,,,"06","001",,,,"409000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,574.0598,6.53590518566109,3752,296,315,286,183,479,583,485,506,310,158,86,65,3752,948,1310,62,149,51,1070,162,3752,1755,134,1310,0,149,51,6,105,1997,814,0,62,0,0,1064,57,0.3768,533,24,10,11,45,191,212,21,0,0,19,3752,514,3238,1562,2049,533,533,533
"06001409100","14000US06001409100","Census Tract 4091, Alameda County, California","Census Tract 4091, Alameda County, California","ca","140","00","ACSSF","0002794",,,,,"06","001",,,,"409100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2414,12745.35,0.189402421941723,2414,205,168,241,115,245,327,324,351,240,105,58,35,2414,425,1019,0,115,164,458,233,2414,1444,41,933,0,115,164,0,191,970,384,86,0,0,0,458,42,0.4076,240,15,7,23,0,65,100,30,0,0,0,2414,327,2087,1258,960,240,240,240
"06001409200","14000US06001409200","Census Tract 4092, Alameda County, California","Census Tract 4092, Alameda County, California","ca","140","00","ACSSF","0002795",,,,,"06","001",,,,"409200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583,12946.33,0.276758039033385,3583,309,190,251,174,528,550,454,490,370,124,69,74,3583,498,1279,135,238,0,1113,320,3583,1879,141,1241,77,238,0,0,182,1704,357,38,58,0,0,1113,138,0.3804,463,0,0,45,80,183,121,23,0,0,11,3579,519,3060,1407,2002,463,452,458
"06001409300","14000US06001409300","Census Tract 4093, Alameda County, California","Census Tract 4093, Alameda County, California","ca","140","00","ACSSF","0002796",,,,,"06","001",,,,"409300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,11998.44,0.415554048899068,4986,493,377,289,266,601,792,724,736,311,177,165,55,4986,1193,1486,82,89,14,1901,221,4986,1992,312,1473,0,89,14,0,104,2994,881,13,82,0,0,1901,117,0.4537,876,48,25,69,85,507,116,19,7,0,0,4970,790,4180,2330,2154,876,876,876
"06001409400","14000US06001409400","Census Tract 4094, Alameda County, California","Census Tract 4094, Alameda County, California","ca","140","00","ACSSF","0002797",,,,,"06","001",,,,"409400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888,10098.7,0.484022705896707,4888,426,579,532,235,475,621,850,490,392,223,25,40,4888,1333,1240,0,504,6,1702,103,4888,2028,257,1222,0,504,6,0,39,2860,1076,18,0,0,0,1702,64,0.4959,772,19,36,15,158,238,159,97,0,0,50,4869,856,4013,2452,1735,772,772,772
"06001409500","14000US06001409500","Census Tract 4095, Alameda County, California","Census Tract 4095, Alameda County, California","ca","140","00","ACSSF","0002798",,,,,"06","001",,,,"409500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348,13460.56,0.32301771282338,4348,539,493,339,210,424,751,691,369,303,133,49,47,4348,960,1316,20,85,0,1785,182,4348,1708,221,1221,7,85,0,7,167,2640,739,95,13,0,0,1778,15,0.4118,808,32,39,128,89,316,145,22,7,0,30,4348,898,3450,1993,1734,808,793,808
"06001409600","14000US06001409600","Census Tract 4096, Alameda County, California","Census Tract 4096, Alameda County, California","ca","140","00","ACSSF","0002799",,,,,"06","001",,,,"409600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4843,16780.84,0.288602881557752,4843,314,353,538,209,597,796,665,542,459,145,148,77,4843,1118,1305,13,219,0,2092,96,4843,1752,119,1288,10,219,0,45,71,3091,999,17,3,0,0,2047,25,0.3764,891,17,46,80,156,368,191,17,8,0,8,4838,977,3861,2315,1873,891,891,886
"06001409700","14000US06001409700","Census Tract 4097, Alameda County, California","Census Tract 4097, Alameda County, California","ca","140","00","ACSSF","0002800",,,,,"06","001",,,,"409700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5493,17535.72,0.313246238978713,5493,393,484,657,292,524,819,763,836,347,274,71,33,5493,1338,2223,34,202,26,1335,335,5493,2717,131,2204,10,202,11,16,143,2776,1207,19,24,0,15,1319,192,0.4185,972,0,15,115,195,322,274,29,5,0,17,5493,1015,4478,2542,2267,972,972,946
"06001409800","14000US06001409800","Census Tract 4098, Alameda County, California","Census Tract 4098, Alameda County, California","ca","140","00","ACSSF","0002801",,,,,"06","001",,,,"409800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3220,4659.022,0.691132159685682,3220,215,196,241,211,96,477,504,302,424,256,179,119,3220,398,1833,1,366,0,274,348,3220,2729,366,1811,0,259,0,35,258,491,32,22,1,107,0,239,90,0.4481,604,86,24,73,100,143,49,45,43,0,41,3215,385,2830,1207,2083,604,604,574
"06001409900","14000US06001409900","Census Tract 4099, Alameda County, California","Census Tract 4099, Alameda County, California","ca","140","00","ACSSF","0002802",,,,,"06","001",,,,"409900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3449,2061.807,1.67280466164322,3449,265,155,90,54,177,361,439,535,592,437,158,186,3449,1009,1619,12,295,0,174,340,3449,2941,820,1619,0,295,0,0,207,508,189,0,12,0,0,174,133,0.5485,182,10,0,0,9,67,0,17,38,14,27,3431,220,3211,1155,2697,182,182,182
"06001410000","14000US06001410000","Census Tract 4100, Alameda County, California","Census Tract 4100, Alameda County, California","ca","140","00","ACSSF","0002803",,,,,"06","001",,,,"410000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224,1272.445,2.53370478936582,3224,147,90,138,96,231,294,565,370,493,501,211,88,3224,1288,1428,0,150,0,12,346,3224,3019,1151,1414,0,150,0,0,304,205,137,14,0,0,0,12,42,0.3282,69,0,0,0,0,23,33,13,0,0,0,3224,183,3041,1155,2738,69,69,69
"06001410100","14000US06001410100","Census Tract 4101, Alameda County, California","Census Tract 4101, Alameda County, California","ca","140","00","ACSSF","0002804",,,,,"06","001",,,,"410100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734,9026.891,0.302872831843236,2734,157,197,189,83,254,455,258,382,414,243,89,13,2734,549,1721,0,84,0,53,327,2734,2263,271,1721,0,84,0,0,187,471,278,0,0,0,0,53,140,0.4151,427,40,19,29,114,107,96,11,0,0,11,2734,388,2346,1044,1638,427,427,427
"06001410200","14000US06001410200","Census Tract 4102, Alameda County, California","Census Tract 4102, Alameda County, California","ca","140","00","ACSSF","0002805",,,,,"06","001",,,,"410200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374,14916.27,0.226196028707469,3374,342,196,122,91,408,639,375,640,264,158,121,18,3374,693,1591,0,124,51,798,117,3374,2070,232,1591,0,124,51,0,72,1304,461,0,0,0,0,798,45,0.426,655,40,28,30,202,238,34,61,22,0,0,3374,413,2961,1562,1837,655,655,655
"06001410300","14000US06001410300","Census Tract 4103, Alameda County, California","Census Tract 4103, Alameda County, California","ca","140","00","ACSSF","0002806",,,,,"06","001",,,,"410300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534,15826.66,0.223294084760238,3534,339,213,265,161,484,701,400,458,310,133,49,21,3534,900,857,38,54,124,1371,190,3534,1250,69,857,23,54,124,5,118,2284,831,0,15,0,0,1366,72,0.4597,622,17,14,59,74,256,145,31,16,0,10,3534,665,2869,1585,1463,622,603,603
"06001410400","14000US06001410400","Census Tract 4104, Alameda County, California","Census Tract 4104, Alameda County, California","ca","140","00","ACSSF","0002807",,,,,"06","001",,,,"410400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4501,16497.81,0.272824043972405,4501,366,243,240,166,375,802,659,675,616,218,97,44,4501,1222,1813,0,374,9,897,186,4501,2546,280,1786,0,374,9,0,97,1955,942,27,0,0,0,897,89,0.3612,516,33,13,17,12,216,178,47,0,0,0,4496,567,3929,1588,2617,516,516,505
"06001410500","14000US06001410500","Census Tract 4105, Alameda County, California","Census Tract 4105, Alameda County, California","ca","140","00","ACSSF","0002808",,,,,"06","001",,,,"410500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303,8233.182,0.279721759328615,2303,242,190,180,83,160,557,263,227,207,101,70,23,2303,192,1470,0,427,15,102,97,2303,2113,128,1439,0,427,15,7,97,190,64,31,0,0,0,95,0,0.5342,875,174,155,183,89,169,93,4,0,0,8,2303,308,1995,1289,816,875,875,875
"06001420100","14000US06001420100","Census Tract 4201, Alameda County, California","Census Tract 4201, Alameda County, California","ca","140","00","ACSSF","0002809",,,,,"06","001",,,,"420100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2432,11401.13,0.213312185230202,2432,143,166,158,123,221,181,406,352,323,257,88,14,2432,1664,63,18,433,0,51,203,2432,2262,1592,63,18,428,0,33,128,170,72,0,0,5,0,18,75,0.4071,306,0,5,0,12,75,47,58,65,31,13,2432,101,2331,512,2094,306,306,306
"06001420200","14000US06001420200","Census Tract 4202, Alameda County, California","Census Tract 4202, Alameda County, California","ca","140","00","ACSSF","0002810",,,,,"06","001",,,,"420200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334,18642.74,0.178836349820926,3334,280,247,235,199,241,473,620,436,343,189,43,28,3334,1791,218,8,821,46,159,291,3334,2912,1610,218,8,821,46,11,198,422,181,0,0,0,0,148,93,0.4089,721,0,0,0,15,302,188,119,30,26,41,3334,222,3112,659,2685,721,721,721
"06001420300","14000US06001420300","Census Tract 4203, Alameda County, California","Census Tract 4203, Alameda County, California","ca","140","00","ACSSF","0002811",,,,,"06","001",,,,"420300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4690,9332.867,0.50252510822444,4690,212,417,332,107,347,543,903,800,491,377,133,28,4690,1912,241,19,1710,75,359,374,4690,4198,1836,241,4,1710,75,33,299,492,76,0,15,0,0,326,75,0.4858,994,19,0,11,23,396,316,148,30,8,43,4670,202,4468,765,3981,994,934,975
"06001420400","14000US06001420400","Census Tract 4204, Alameda County, California","Census Tract 4204, Alameda County, California","ca","140","00","ACSSF","0002812",,,,,"06","001",,,,"420400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301,7712.95,0.427981519605496,3301,600,282,128,21,185,1357,605,45,78,0,0,0,3301,1277,58,130,1195,19,158,464,3301,2453,886,45,18,1195,19,0,290,848,391,13,112,0,0,158,174,0.4743,1177,0,0,0,18,219,879,61,0,0,0,3282,154,3128,894,2469,1177,1177,1177
"06001420500","14000US06001420500","Census Tract 4205, Alameda County, California","Census Tract 4205, Alameda County, California","ca","140","00","ACSSF","0002813",,,,,"06","001",,,,"420500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2502,15566.39,0.160730860529084,2502,92,212,262,112,119,323,427,448,225,167,94,21,2502,1406,154,7,501,0,154,280,2502,2269,1324,154,7,501,0,72,211,233,82,0,0,0,0,82,69,0.4254,480,6,0,21,12,153,157,97,21,5,8,2479,126,2353,590,1965,480,472,475
"06001420600","14000US06001420600","Census Tract 4206, Alameda County, California","Census Tract 4206, Alameda County, California","ca","140","00","ACSSF","0002814",,,,,"06","001",,,,"420600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,10370.52,0.30480643153559,3161,173,202,281,200,191,178,449,558,402,347,120,60,3161,2292,29,34,463,16,53,274,3161,2820,2194,19,8,463,16,0,120,341,98,10,26,0,0,53,154,0.3878,283,0,0,21,32,86,38,61,34,0,11,3161,83,3078,585,2826,283,283,283
"06001421100","14000US06001421100","Census Tract 4211, Alameda County, California","Census Tract 4211, Alameda County, California","ca","140","00","ACSSF","0002815",,,,,"06","001",,,,"421100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2123,7375.548,0.287843032477371,2123,115,60,100,80,67,133,212,301,343,372,191,149,2123,1711,6,0,268,0,43,95,2123,2020,1639,6,0,268,0,36,71,103,72,0,0,0,0,7,24,0.3955,67,0,0,0,0,11,0,8,19,24,5,2123,20,2103,761,1968,67,67,67
"06001421200","14000US06001421200","Census Tract 4212, Alameda County, California","Census Tract 4212, Alameda County, California","ca","140","00","ACSSF","0002816",,,,,"06","001",,,,"421200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643,6967.727,0.522839101957229,3643,199,174,155,117,219,192,303,678,548,663,310,85,3643,3090,20,36,276,0,19,202,3643,3355,2843,20,14,276,0,0,202,288,247,0,22,0,0,19,0,0.4583,212,0,0,16,26,32,20,0,25,29,64,3643,86,3557,1065,3271,212,212,204
"06001421300","14000US06001421300","Census Tract 4213, Alameda County, California","Census Tract 4213, Alameda County, California","ca","140","00","ACSSF","0002817",,,,,"06","001",,,,"421300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942,9225.851,0.427277655340488,3942,162,260,200,63,131,349,502,600,632,647,261,135,3942,3167,156,0,352,11,52,204,3942,3827,3071,156,0,352,11,42,195,115,96,0,0,0,0,10,9,0.4117,398,0,0,0,9,142,113,36,0,60,38,3942,233,3709,1069,3452,398,398,398
"06001421400","14000US06001421400","Census Tract 4214, Alameda County, California","Census Tract 4214, Alameda County, California","ca","140","00","ACSSF","0002818",,,,,"06","001",,,,"421400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690,9219.175,0.183313590642119,1690,47,102,109,71,97,175,143,200,271,249,162,64,1690,1350,55,3,176,0,30,76,1690,1569,1259,55,3,176,0,0,76,121,91,0,0,0,0,30,0,0.4722,103,0,0,5,5,21,26,9,5,23,9,1690,46,1644,484,1549,103,103,103
"06001421500","14000US06001421500","Census Tract 4215, Alameda County, California","Census Tract 4215, Alameda County, California","ca","140","00","ACSSF","0002819",,,,,"06","001",,,,"421500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3827,6231.225,0.614165007714321,3827,184,173,275,130,123,285,516,542,619,558,312,110,3827,3191,102,0,276,0,42,216,3827,3667,3124,102,0,276,0,26,139,160,67,0,0,0,0,16,77,0.4873,270,0,0,0,0,47,64,11,91,32,25,3827,76,3751,1049,3474,270,270,270
"06001421600","14000US06001421600","Census Tract 4216, Alameda County, California","Census Tract 4216, Alameda County, California","ca","140","00","ACSSF","0002820",,,,,"06","001",,,,"421600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510,6817.439,0.51485605338712,3510,188,117,75,103,213,449,340,458,539,531,358,139,3510,2711,58,0,615,26,19,81,3510,3326,2577,58,0,605,26,0,60,184,134,0,0,10,0,19,21,0.5058,380,0,0,26,22,72,124,27,17,83,9,3510,173,3337,983,3131,380,380,380
"06001421700","14000US06001421700","Census Tract 4217, Alameda County, California","Census Tract 4217, Alameda County, California","ca","140","00","ACSSF","0002821",,,,,"06","001",,,,"421700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3611,16298.52,0.221553922257555,3611,218,75,74,75,397,894,491,298,488,374,137,90,3611,2584,21,14,654,0,109,229,3611,3251,2360,5,6,654,0,6,220,360,224,16,8,0,0,103,9,0.4529,997,35,35,116,57,241,343,109,61,0,0,3598,214,3384,798,3067,997,997,997
"06001421800","14000US06001421800","Census Tract 4218, Alameda County, California","Census Tract 4218, Alameda County, California","ca","140","00","ACSSF","0002822",,,,,"06","001",,,,"421800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130,10438.82,0.204046119132598,2130,80,120,119,51,64,224,313,373,323,282,124,57,2130,1630,56,15,321,0,2,106,2130,2048,1568,56,9,321,0,0,94,82,62,0,6,0,0,2,12,0.4606,300,0,0,15,23,62,72,32,31,20,45,2130,32,2098,515,1900,300,300,288
"06001421900","14000US06001421900","Census Tract 4219, Alameda County, California","Census Tract 4219, Alameda County, California","ca","140","00","ACSSF","0002823",,,,,"06","001",,,,"421900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3878,11745.95,0.330156355936784,3878,381,188,150,53,283,436,621,558,595,457,82,74,3878,2686,230,19,539,12,88,304,3878,3707,2630,214,0,539,12,20,292,171,56,16,19,0,0,68,12,0.4016,581,42,0,42,0,159,128,91,8,60,51,3873,138,3735,886,3375,581,581,573
"06001422000","14000US06001422000","Census Tract 4220, Alameda County, California","Census Tract 4220, Alameda County, California","ca","140","00","ACSSF","0002824",,,,,"06","001",,,,"422000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2069,1191.28,1.73678758357182,2069,296,97,86,22,42,681,311,125,227,94,63,25,2069,1356,337,0,130,0,29,217,2069,1785,1260,337,0,130,0,0,58,284,96,0,0,0,0,29,159,0.5156,702,68,49,33,80,72,141,130,70,38,21,2063,97,1966,771,1288,702,702,698
"06001422100","14000US06001422100","Census Tract 4221, Alameda County, California","Census Tract 4221, Alameda County, California","ca","140","00","ACSSF","0002825",,,,,"06","001",,,,"422100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2605,12223.94,0.213106392770932,2605,104,123,74,118,154,553,434,314,365,293,39,34,2605,1482,412,74,312,0,187,138,2605,2144,1273,412,9,312,0,0,138,461,209,0,65,0,0,187,0,0.5094,523,0,50,81,29,151,159,34,4,15,0,2587,142,2445,796,1951,523,523,523
"06001422200","14000US06001422200","Census Tract 4222, Alameda County, California","Census Tract 4222, Alameda County, California","ca","140","00","ACSSF","0002826",,,,,"06","001",,,,"422200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560,13659.57,0.260623215242696,3560,195,96,152,40,383,846,553,402,464,268,137,24,3560,2332,270,8,487,34,134,295,3560,3175,2056,270,8,487,34,25,295,385,276,0,0,0,0,109,0,0.4462,957,0,11,56,179,289,187,119,33,61,22,3560,184,3376,579,3002,957,957,957
"06001422300","14000US06001422300","Census Tract 4223, Alameda County, California","Census Tract 4223, Alameda County, California","ca","140","00","ACSSF","0002827",,,,,"06","001",,,,"422300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853,17818.55,0.216235364797057,3853,238,184,128,59,559,910,463,309,412,418,102,71,3853,2479,199,0,664,0,147,364,3853,3474,2277,199,0,664,0,91,243,379,202,0,0,0,0,56,121,0.4894,1215,38,38,80,88,343,264,128,135,93,8,3853,165,3688,863,3286,1215,1195,1186
"06001422400","14000US06001422400","Census Tract 4224, Alameda County, California","Census Tract 4224, Alameda County, California","ca","140","00","ACSSF","0002828",,,,,"06","001",,,,"422400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185,22791.81,0.183618611360362,4185,110,22,12,0,1741,1012,272,216,365,224,87,124,4185,2432,56,0,1334,0,131,232,4185,3840,2235,56,0,1334,0,0,215,345,197,0,0,0,0,131,17,0.5131,1866,61,30,85,111,647,600,149,76,107,0,4185,116,4069,515,3746,1866,1866,1832
"06001422500","14000US06001422500","Census Tract 4225, Alameda County, California","Census Tract 4225, Alameda County, California","ca","140","00","ACSSF","0002829",,,,,"06","001",,,,"422500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4135,23264.8,0.177736344724377,4135,114,96,60,70,1692,830,446,266,270,173,87,31,4135,2496,92,11,1087,4,130,315,4135,3693,2233,92,7,1083,4,0,274,442,263,0,4,4,0,130,41,0.5658,1171,8,0,73,95,386,331,161,56,45,16,4135,180,3955,544,3616,1171,1165,1148
"06001422600","14000US06001422600","Census Tract 4226, Alameda County, California","Census Tract 4226, Alameda County, California","ca","140","00","ACSSF","0002830",,,,,"06","001",,,,"422600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,2194.792,0.656098792735719,1440,10,5,11,23,1148,200,13,26,4,0,0,0,1440,698,37,0,580,0,55,70,1440,1266,592,37,0,580,0,0,57,174,106,0,0,0,0,55,13,0.197,0,0,0,0,0,0,0,0,0,0,0,1440,75,1365,118,1289,0,0,0
"06001422700","14000US06001422700","Census Tract 4227, Alameda County, California","Census Tract 4227, Alameda County, California","ca","140","00","ACSSF","0002831",,,,,"06","001",,,,"422700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895,36420.75,0.134401394909938,4895,6,9,10,110,3544,794,96,64,129,97,8,28,4895,2916,97,12,1213,0,322,335,4895,4039,2494,96,12,1191,0,0,246,856,422,1,0,22,0,322,89,0.5771,878,7,0,112,94,279,211,63,55,48,9,4895,328,4567,511,4171,878,878,832
"06001422800","14000US06001422800","Census Tract 4228, Alameda County, California","Census Tract 4228, Alameda County, California","ca","140","00","ACSSF","0002832",,,,,"06","001",,,,"422800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8648,54820.87,0.157750151738155,8648,8,6,13,248,6966,837,208,169,144,49,0,0,8648,3251,301,66,3932,7,519,572,8648,7494,2693,301,60,3932,7,7,494,1154,558,0,6,0,0,512,78,0.6224,1356,31,0,171,130,676,251,73,8,11,5,8648,448,8200,943,7601,1356,1271,1239
"06001422900","14000US06001422900","Census Tract 4229, Alameda County, California","Census Tract 4229, Alameda County, California","ca","140","00","ACSSF","0002833",,,,,"06","001",,,,"422900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024,23906.91,0.210148464008327,5024,93,41,83,54,2315,1096,399,184,448,177,129,5,5024,2079,658,0,1972,0,100,215,5024,4771,2005,601,0,1972,0,0,193,253,74,57,0,0,0,100,22,0.6381,1913,100,15,234,104,598,414,213,79,156,0,4996,276,4720,1068,4022,1913,1913,1901
"06001423000","14000US06001423000","Census Tract 4230, Alameda County, California","Census Tract 4230, Alameda County, California","ca","140","00","ACSSF","0002834",,,,,"06","001",,,,"423000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4341,15399.81,0.281886634223788,4341,117,219,145,63,450,1084,684,489,511,327,143,109,4341,3043,157,38,736,0,65,302,4341,3813,2700,157,16,736,0,0,204,528,343,0,22,0,0,65,98,0.4604,1104,44,56,64,17,268,267,226,140,22,0,4341,351,3990,966,3585,1104,1032,999
"06001423100","14000US06001423100","Census Tract 4231, Alameda County, California","Census Tract 4231, Alameda County, California","ca","140","00","ACSSF","0002835",,,,,"06","001",,,,"423100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4307,14900.2,0.289056551613367,4307,254,130,186,101,551,785,571,500,525,359,227,118,4307,2186,568,5,875,0,195,478,4307,3861,2061,568,5,875,0,10,342,446,125,0,0,0,0,185,136,0.5189,1317,144,33,154,74,389,213,175,41,31,63,4266,297,3969,1002,3471,1317,1317,1309
"06001423200","14000US06001423200","Census Tract 4232, Alameda County, California","Census Tract 4232, Alameda County, California","ca","140","00","ACSSF","0002836",,,,,"06","001",,,,"423200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2932,16624.8,0.176362979287935,2932,83,54,336,138,331,553,550,405,330,73,61,18,2932,1362,524,25,196,166,304,355,2932,2123,1102,487,5,196,166,6,161,809,260,37,20,0,0,298,194,0.4622,770,0,6,87,185,148,164,74,59,20,27,2919,417,2502,725,1909,770,764,770
"06001423300","14000US06001423300","Census Tract 4233, Alameda County, California","Census Tract 4233, Alameda County, California","ca","140","00","ACSSF","0002837",,,,,"06","001",,,,"423300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4129,14717.44,0.28055149290267,4129,233,270,225,115,281,901,503,440,637,321,93,110,4129,1943,1465,59,358,16,107,181,4129,3571,1575,1436,50,349,16,0,145,558,368,29,9,9,0,107,36,0.4176,798,45,47,131,46,210,96,100,45,46,32,4129,272,3857,1298,2995,798,798,798
"06001423400","14000US06001423400","Census Tract 4234, Alameda County, California","Census Tract 4234, Alameda County, California","ca","140","00","ACSSF","0002838",,,,,"06","001",,,,"423400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242,17971.86,0.291678185381554,5242,176,270,246,77,822,960,738,728,534,435,194,62,5242,2939,730,4,739,0,165,665,5242,4391,2405,701,4,739,0,0,542,851,534,29,0,0,0,165,123,0.4793,1092,134,39,87,77,218,232,113,54,65,73,5242,409,4833,1382,3918,1092,1092,1092
"06001423500","14000US06001423500","Census Tract 4235, Alameda County, California","Census Tract 4235, Alameda County, California","ca","140","00","ACSSF","0002839",,,,,"06","001",,,,"423500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3262,13289.22,0.245462141137333,3262,122,87,71,65,547,573,254,384,456,412,197,94,3262,1943,481,27,416,0,100,295,3262,2752,1711,455,27,394,0,0,165,510,232,26,0,22,0,100,130,0.5271,1060,136,66,147,105,220,250,47,52,21,16,3138,282,2856,985,2122,1060,1052,1052
"06001423601","14000US06001423601","Census Tract 4236.01, Alameda County, California","Census Tract 4236.01, Alameda County, California","ca","140","00","ACSSF","0002840",,,,,"06","001",,,,"423601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,13617.04,0.20209977806847,2752,80,113,35,9,562,613,470,185,265,317,40,63,2752,2122,101,12,266,0,115,136,2752,2462,1962,101,12,266,0,24,97,290,160,0,0,0,0,91,39,0.4469,650,9,0,93,33,158,193,100,0,56,8,2716,115,2601,547,2274,650,624,624
